Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV
141594,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,5000 and in multiples of Re. 1/- thereafter,10.2122
141595,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Regular Plan - Regular IDCW,5000 and in multiples of Re. 1/- thereafter,13.9846
141596,ICICI Prudential Nifty 100 Low Volatility 30 ETF,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,ICICI Prudential Nifty 100 Low Volatility 30 ETF,5000,22.1506
141597,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Cumulative Option,5000,12.5117
141598,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Dividend Option,5000,12.3863
141599,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Cumulative Option,5000,12.3863
141600,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Dividend Option,5000,12.5117
141601,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Cumulative Option,5000,12.7
141602,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Direct Plan - Dividend Option,5000,12.7
141603,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Dividend Option,5000,12.39
141604,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Direct Plan - Cumulative Option,5000,13.18
141605,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,5000,16.8327
141606,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,5000,18.2934
141611,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
141612,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,11.4426
141613,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
141614,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Direct Plan-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,11.5168
141615,IIFCL MUTUAL FUND INFRASTRUCTURE DEBT FUND SERIES II,IIFCL Asset Management Co. Ltd.,Close Ended,Income,IIFCL MUTUAL FUND INFRASTRUCTURE DEBT FUND SERIES II,2000000000,
141616,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Direct Plan - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.3264
141617,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
141618,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12.2859
141619,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Direct Plan - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
141620,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Growth Option,Rs 5000,12.2803
141621,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Annual Div Option,Rs 5000,10.0
141622,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Flexi Div Option,Rs 5000,10.0
141623,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Annual Div Option,Rs 5000,10.0
141624,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Maturity Div Option,Rs 5000,10.0
141625,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Flexi Div Option,Rs 5000,10.0
141626,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Maturity Div Option,Rs 5000,10.0
141627,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Quarterly Div Option,Rs 5000,10.0
141628,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Quarterly Div Option,Rs 5000,10.0
141629,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular - Growth Option,Rs 5000,12.1581
141642,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Re. 1/- thereafter,24.03
141643,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Direct Plan - IDCW,Rs. 5000 and in multiples of Re. 1/- thereafter,14.01
141644,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Regular Plan - Growth,Rs. 5000 and in multiples of Re. 1/- thereafter,21.32
141645,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Regular Plan - IDCW,Rs. 5000 and in multiples of Re. 1/- thereafter,12.83
141657,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
141658,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Direct Plan-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,11.5433
141659,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Direct Plan-Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,10.0
141660,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,11.4009
141665,UTI - Nifty Next 50 Exchange Traded Fund.,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Other  ETFs,UTI Nifty Next 50 Exchange Traded Fund,During NFO - Rs. 5000 and in multiples of Rs.1/-,77.4733
141668,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Cumulative Option,5000,12.3687
141669,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Dividend Option,5000,12.3982
141670,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Cumulative Option,5000,12.3982
141671,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Dividend Option,5000,12.3687
141676,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Dividend Option,5000,12.01
141677,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Cumulative Option,5000,12.52
141678,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Direct Plan - Cumulative Option,5000,12.93
141679,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Direct Plan - Dividend Option,5000,12.32
141686,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Cumulative Option,5000,12.3864
141687,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Cumulative Option,5000,12.3512
141688,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Dividend Option,5000,12.3864
141689,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Dividend Option,5000,12.3512
141690,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan D- Direct Plan- Growth Option,Rs. 5000/- per option and in multiples of Re. 1 t,12.7878
141691,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN D - IDCW Option,Rs. 5000/- per option and in multiples of Re. 1 t,10.0
141692,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan D- Growth Option,Rs. 5000/- per option and in multiples of Re. 1 t,12.3884
141693,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN D - DIRECT Plan - IDCW Option,Rs. 5000/- per option and in multiples of Re. 1 t,10.0
141694,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Cumulative option,5000,12.4204
141695,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Dividend option,5000,12.4204
141696,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Dividend option,5000,12.5194
141697,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Cumulative option,5000,12.5194
141698,UTI - Capital Protection Oriented Scheme - Series IX-III (1389 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Regular Plan - Growth Option,Rs 5000,12.1706
141699,UTI - Capital Protection Oriented Scheme - Series IX-III (1389 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI Capital Protection Oriented Scheme - Series IX-III (1389 Days) - Regular Plan - IDCW,Rs 5000,10.0001
141700,UTI - Capital Protection Oriented Scheme - Series IX-III (1389 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Direct Plan - Growth Option,Rs 5000,12.6616
141701,UTI - Capital Protection Oriented Scheme - Series IX-III (1389 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI Capital Protection Oriented Scheme - Series IX-III (1389 Days) - Direct Plan - IDCW,Rs 5000,10.0
141710,UTI - FTIF - Series XXVII - Plan V (1097 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-V (1097 Days) - Direct Plan - Annual Div Option,Rs 5000,10.0
141711,UTI - FTIF - Series XXVII - Plan V (1097 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-V (1097 Days) - Direct Plan - Maturity Div Option,Rs 5000,10.0
141712,UTI - FTIF - Series XXVII - Plan V (1097 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Annual Div Option,Rs 5000,10.0
141713,UTI - FTIF - Series XXVII - Plan V (1097 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Quarterly Div Option,Rs 5000,10.0
